price,available,min_fiat,max_fiat,orders,completion,positive,merchant_age_days,pro,nick,proven
16.68,1299.58,1000.0,30000.0,1389,99.5,99.787083,0.0,False,LNYN,True
16.75,1528.41,1500.0,1000000.0,119,100.0,100.0,0.0,False,TMT-trades,True
16.93,10.0,150.0,1000000.0,111,100.0,100.0,0.0,False,KWIK-PAY,True
16.94,2672.32,1000.0,200000.0,56,100.0,100.0,0.0,False,TRADE WITH JOE,True
16.94,52546.07,10000.0,9999999.0,349,99.8,100.0,0.0,False,Paruk_Trader,True
16.95,99096.06,5000.0,1000000.0,455,100.0,100.0,0.0,False,TradeMaster_Pro,True
16.99,2602.24,2000.0,100000.0,599,99.6,98.873873,0.0,False,GOLDEN_GATE,True
17.0,13735.79,10000.0,22000000.0,110,92.5,96.78284099999999,0.0,False,jesussaviour2,True
17.21,66710.07,1500.0,250000.0,142,100.0,99.262536,0.0,False,CrazyWhiteBoy,True
17.3,6734.69,1000.0,110000.0,415,99.6,100.0,0.0,False,BFwealth,True
17.3,5734.67,1000.0,100000.0,826,99.4,100.0,0.0,False,Philson_Capital,True
17.3,2313.63,1000.0,200000.0,1061,98.9,100.0,0.0,False,PrimeJefTrades,True
17.36,52546.07,501.0,3000.0,349,99.8,100.0,0.0,False,Paruk_Trader,True
17.38,1848.46,200.0,22000000.0,1159,93.10000000000001,98.222222,0.0,False,786-ZDB-EXCHANGE,True
17.39,1331.79,4800.0,20000.0,30,96.8,95.553691,0.0,False,Pro-Trader,True
17.4,2548.58,1000.0,75000.0,38,90.5,96.836982,0.0,False,Ntombomzi,True
17.4,68.84,250.0,1190.0,196,93.4,97.87234000000001,0.0,False,KvngRex,True
17.45,2695.37,1000.0,75000.0,520,97.2,97.333333,0.0,False,Mpofana,True
17.45,373.0,1000.0,22000000.0,52,100.0,98.051948,0.0,False,NOBLE_QUEEN,True
17.45,548.06,500.0,10000.0,48,94.19999999999999,100.0,0.0,False,MoneySpread,True
17.5,15530.34,1000.0,75000.0,353,99.8,92.045454,0.0,False,FEC Global,True
17.5,1389.32,500.0,22000000.0,599,99.6,98.873873,0.0,False,GOLDEN_GATE,True
17.6,911.76,150.0,5000.0,373,96.89999999999999,96.44870300000001,0.0,False,MT_FIN_HOLDINGS,True
17.6,115.0,150.0,2024.0,47,100.0,100.0,0.0,False,MillionareWoman,True
17.6,44236.0,1500.0,500000.0,77,100.0,100.0,0.0,False,BCNtrades,True
17.6,13735.79,240000.0,22000000.0,110,92.5,96.78284099999999,0.0,False,jesussaviour2,True
17.61,156.93,500.0,10000.0,97,89.9,97.16157199999999,0.0,False,MaNdaba,False
17.61,43785.37,68000.0,1210000.0,201,100.0,97.304582,0.0,False,Coin-Maverick,True
17.61,21769.63,1500.0,22000000.0,41,100.0,98.039215,0.0,False,DNCMaverick,True
17.61,220.16,500.0,10000.0,477,99.8,92.399522,0.0,False,VND-SOLUTIONS,True
17.61,108.7,150.0,1000.0,28,93.4,100.0,0.0,False,Madambree,True
17.62,500.0,1000.0,22000000.0,562,99.5,96.378269,0.0,False,NOBE_RSA,True
17.62,50000.0,20000.0,1000000.0,224,98.7,100.0,0.0,False,Dream-Coin ,True
17.69,26.04,150.0,175.0,28,93.4,100.0,0.0,False,_Dollarman_,True
17.69,212.42,500.0,22000000.0,52,100.0,98.051948,0.0,False,NOBLE_QUEEN,True
17.7,1544.02,2000.0,200000.0,599,99.6,98.873873,0.0,False,GOLDEN_GATE,True
17.71,1194.12,1000.0,75000.0,520,97.2,97.333333,0.0,False,Mpofana,True
17.75,329.15,1200.0,50000.0,268,98.9,95.25547399999999,0.0,False,Thabile-NFT,True
17.78,731.17,2000.0,30000.0,30,96.8,95.553691,0.0,False,Pro-Trader,True
17.82,618.51,350.0,1000000.0,19,95.0,99.49731899999999,0.0,False,TEO_Ventures,False
17.84,2705.35,1000.0,75000.0,38,90.5,96.836982,0.0,False,Ntombomzi,True
17.86,635.16,500.0,18000.0,477,99.8,92.399522,0.0,False,VND-SOLUTIONS,True
17.86,60.04,1000.0,5000.0,58,96.7,99.472016,0.0,False,YTsuri,True
17.87,1456.55,150.0,22000000.0,1159,93.10000000000001,98.222222,0.0,False,786-ZDB-EXCHANGE,True
17.88,2461.03,3000.0,22000000.0,116,97.5,99.869281,0.0,False,Tboy4luv,True
17.88,5928.76,1000.0,75000.0,353,99.8,92.045454,0.0,False,FEC Global,True
17.89,651.65,500.0,10000.0,454,98.7,93.75,0.0,False,makgotlo_lordzclick,True
19.5,11.42,150.0,500.0,0,0.0,100.0,0.0,False,STOCHASTICTRADE,False
