price,available,min_fiat,max_fiat,orders,completion,positive,merchant_age_days,pro,nick,proven
134.6,1000.0,42900.0,43031.0,3,100.0,100.0,0.0,False,tiero,False
130.23,26000.0,12300.0,26000.0,2,66.7,100.0,0.0,False,fougoumba1,False
130.0,100.0,3000.0,200000.0,0,0.0,0.0,0.0,False,Axchange01,False
129.99,1093.64,9000.0,24000.0,88,93.7,100.0,0.0,False,mnazi_trades,True
129.77,4703.55,8000.0,24500.0,18,94.8,100.0,0.0,False,lebu_ke,False
129.5,50.0,3000.0,200000.0,0,0.0,100.0,0.0,False,BreezyCf,False
129.45,2000.0,50000.0,200000.0,20,100.0,100.0,0.0,False,Tamsin_1M,True
129.3,151.52,1000.0,20000.0,0,0.0,100.0,0.0,False,hamdexyu,False
129.26,4918.47,3000.0,200000.0,17,85.0,100.0,0.0,False,Derules,False
128.91,245.21,1000.0,200000.0,89,94.69999999999999,100.0,0.0,False,_ManuPay_,True
128.9,2504.37,1000.0,30000.0,25,96.2,100.0,0.0,False,P2P-de57ferd,True
128.81,15023.26,1000.0,4000.0,254,100.0,100.0,0.0,False,BTC-150K-DR,True
128.76,969.51,1000.0,129000.0,471,99.0,99.191374,0.0,False,Vigourgirl,True
128.75,640.43,1000.0,270000.0,678,99.5,100.0,0.0,False,KENYAN_PAY_01,True
128.7,16491.43,200000.0,270000.0,6,85.8,98.637602,0.0,False,Reub,False
128.7,1935.0,1000.0,270000.0,350,99.5,100.0,0.0,False,Brightpay_coins,True
128.69,329.42,1000.0,200000.0,91,99.0,100.0,0.0,False,MOM_GLOBAL,True
128.69,1800.0,50000.0,2732999.0,4648,99.6,99.37977000000001,0.0,False,ＢｅｎｎｙＢｏｓｓ_ＯＴＣ,True
128.68,5595.62,100000.0,2700000.0,139,100.0,99.70723500000001,0.0,False,BRIT VENDORS ,True
128.66,3571.92,40000.0,2700000.0,2788,99.8,99.405772,0.0,False,Trading_Titan01,True
128.65,30000.0,150000.0,2300000.0,111,100.0,99.53802400000001,0.0,False,kalumu_crypto,True
128.65,3860.92,20000.0,900000.0,8466,99.9,99.697125,0.0,False,SCHERTENLEIB,True
128.65,896.89,1000.0,1300.0,13,100.0,96.85658099999999,0.0,False,Tseyy-Crypto,False
128.65,9852.22,20000.0,900000.0,7252,100.0,99.608076,0.0,False,FOMO_Depot,True
128.64,120699.81,20000.0,1000000.0,7842,99.9,99.840551,0.0,False,SERGIO  ALVARO,True
128.62,600.16,4000.0,2733000.0,3379,98.2,99.022066,0.0,False,TrustableKE,True
128.61,108845.14,10000.0,500000.0,9377,99.9,99.915038,0.0,False,Trixie_Vault,True
128.61,4098.37,20000.0,733000.0,4224,99.6,99.86604100000001,0.0,False,Biallah,True
128.6,10414.58,200000.0,1000000.0,20,83.39999999999999,96.23188400000001,0.0,False,USDT_Global_,False
128.6,14406.7,100000.0,1300000.0,2287,99.6,99.153297,0.0,False,TokenTiger-,True
128.56,7790.0,300000.0,1000000.0,183,97.39999999999999,99.07278600000001,0.0,False,dnjau,True
128.56,6000.0,30000.0,2700000.0,2788,99.8,99.405772,0.0,False,Trading_Titan01,True
128.56,4109.99,7000.0,2733000.0,2675,99.6,99.951088,0.0,False,Ｋｉｒｂｙ１００,True
128.55,62.38,3000.0,8000.0,5,100.0,0.0,0.0,False,User-deffb,False
128.55,2304.65,20000.0,999999.0,3370,99.4,99.872557,0.0,False,CoinsMogul,True
128.55,5250.42,20000.0,250000.0,6566,100.0,99.958791,0.0,False,Robacoin,True
128.51,198615.63,10000.0,2733000.0,4715,99.5,99.619113,0.0,False,AROGO2,True
128.5,100.0,5000.0,20000.0,4,100.0,100.0,0.0,False,Ibraah254,False
128.5,1814.03,200000.0,270000.0,26,89.7,100.0,0.0,False,CB_1,False
128.5,13141.81,1500.0,200000.0,12,100.0,100.0,0.0,False,MellowZiege,False
128.5,104725.56,40000.0,2000000.0,1383,99.7,99.81641,0.0,False,G e n e r a l - D,True
128.46,918.12,5000.0,2000000.0,4111,99.8,99.88454300000001,0.0,False,Jbless2026,True
128.45,800.0,3000.0,200000.0,0,0.0,87.5,0.0,False,Genjocrypto,False
128.45,1239.93,10000.0,1000000.0,1600,100.0,99.81986900000001,0.0,False,TopMan_,True
128.43,3749.24,2000.0,20000.0,8556,99.7,99.95618499999999,0.0,False,Cashmeer,True
128.42,1777.68,2100.0,20000.0,10465,100.0,99.936923,0.0,False,MREY10,True
128.41,7373.56,2000.0,400000.0,6227,99.7,99.932546,0.0,False,___MashTrades,True
128.4,20000.0,100000.0,270000.0,3,100.0,100.0,0.0,False,P2P-d469b0zt,False
128.4,165.0,3000.0,200000.0,2,100.0,0.0,0.0,False,P2P-6a3d92ng,False
128.4,26326.82,40000.0,2050000.0,508,100.0,100.0,0.0,False,weze15,True
128.4,5352.57,5000.0,500000.0,686,99.9,100.0,0.0,False,Skitor_cryptos,True
128.4,2111.07,4000.0,2733000.0,1397,98.2,99.30964399999999,0.0,False,Oriane_crypto,True
128.4,217.65,2000.0,500000.0,540,98.4,98.56668400000001,0.0,False,_BLOCK-CHAIN,True
128.39,2723.96,1000.0,20000.0,10465,100.0,99.936923,0.0,False,MREY10,True
128.38,554.85,1000.0,120000.0,3126,99.8,99.82728800000001,0.0,False,Barefoot Merchant,True
128.37,198870.83,1000.0,85000.0,1801,97.6,99.495459,0.0,False,Lenny50,True
128.36,2034.7,2000.0,2733000.0,4276,94.5,99.916102,0.0,False,JesseFav,True
128.35,47850.71,10000.0,250000.0,19,95.0,100.0,0.0,False,P2P-bdc24amt,False
128.31,2904.43,1000.0,10270.0,136,96.5,100.0,0.0,False,PrimeExchange-,True
128.31,427.67,1000.0,2000000.0,4111,99.8,99.88454300000001,0.0,False,Jbless2026,True
128.31,104.92,1000.0,2733000.0,4257,100.0,99.697976,0.0,False,Mel  C  ,True
128.3,809.43,5000.0,70000.0,6,85.8,99.227799,0.0,False,Garyaqan ,False
128.3,37293.72,3000.0,270000.0,63,100.0,98.947536,0.0,False,Liquidity_1,True
128.3,99940.41,20000.0,500000.0,7252,100.0,99.607936,0.0,False,FOMO_Depot,True
128.3,1503.07,4000.0,2733000.0,1079,100.0,99.889746,0.0,False,PayBridge,True
128.3,48606.96,1000.0,2733000.0,4276,94.5,99.916102,0.0,False,JesseFav,True
128.29,500.0,19500.0,20000.0,18,90.0,100.0,0.0,False,brownmyriam,False
