price,available,min_fiat,max_fiat,orders,completion,positive,merchant_age_days,pro,nick,proven
134.6,1000.0,42900.0,43031.0,4,100.0,100.0,0.0,False,tiero,False
130.23,26000.0,12300.0,26000.0,2,66.7,100.0,0.0,False,fougoumba1,False
130.0,100.0,3000.0,200000.0,0,0.0,0.0,0.0,False,Axchange01,False
129.5,50.0,3000.0,200000.0,0,0.0,100.0,0.0,False,BreezyCf,False
129.3,151.52,1000.0,20000.0,0,0.0,100.0,0.0,False,hamdexyu,False
129.26,5000.0,3000.0,200000.0,14,82.39999999999999,100.0,0.0,False,Derules,False
129.14,8537.22,37000.0,270000.0,19,95.0,100.0,0.0,False,Nziokimutunga,False
129.06,16017.88,1000.0,4000.0,188,100.0,100.0,0.0,False,BTC-150K-DR,True
129.05,105.45,1000.0,200000.0,21,100.0,99.666666,0.0,False,Bondscrypto,True
129.0,100.0,3000.0,200000.0,52,100.0,96.350364,0.0,False,Alhamdulilah ____99,True
128.97,6911.9,40000.0,270000.0,42,89.4,100.0,0.0,False,Dhachi01,False
128.96,99999.0,100000.0,2000000.0,574,99.0,100.0,0.0,False,QuantumTradeX,True
128.95,241.84,1000.0,100000.0,117,99.2,98.333333,0.0,False,Reina kelly,True
128.95,7301.78,100000.0,2733000.0,10400,99.8,99.08641,0.0,False,DREETWIST ENTERPRISES,True
128.93,2200.0,20000.0,200000.0,107,99.1,100.0,0.0,False,Mkrypto,True
128.92,79547.06,40000.0,500000.0,7204,100.0,99.60479,0.0,False,FOMO_Depot,True
128.91,2000.0,1000.0,260000.0,65,89.1,100.0,0.0,False,Danco_Otero,False
128.91,2453.27,39999.0,2733000.0,3897,99.8,99.78213500000001,0.0,False,PLO _KE _CRYPTOBOSS,True
128.9,5000.0,200000.0,270000.0,21,80.80000000000001,100.0,0.0,False,CB_1,False
128.9,94627.08,40000.0,2000000.0,1901,99.9,99.81602000000001,0.0,False,G e n e r a l - D,True
128.9,3454.49,40000.0,999999.0,3589,98.9,99.801705,0.0,False,MARY_QUEEN,True
128.87,48344.09,1000.0,25697.0,16,94.19999999999999,100.0,0.0,False,TopTraderx,False
128.87,99773.49,30000.0,1500000.0,1328,99.8,99.854574,0.0,False,Mars,True
128.85,9741.98,3000.0,132000.0,195,98.5,100.0,0.0,False,koko_telo,True
128.85,18000.0,50000.0,2700000.0,2869,99.8,99.388913,0.0,False,Trading_Titan01,True
128.85,145512.14,7000.0,180000.0,1414,99.6,99.263221,0.0,False,MONSTER_OG_LEGACY,True
128.84,7000.0,40000.0,2050000.0,510,100.0,100.0,0.0,False,weze15,True
128.83,70689.96,10000.0,500000.0,8196,99.9,99.941029,0.0,False,Trixie_Vault,True
128.82,5442.99,40000.0,2733000.0,3436,99.9,99.80502,0.0,False,RAI_BRE,True
128.82,200.0,1000.0,20000.0,139,99.3,100.0,0.0,False,Dee_Natalie,True
128.81,9294.83,10000.0,2733000.0,1481,98.0,98.431088,0.0,False,sunmburu-OTC,True
128.8,66614.09,50000.0,2700000.0,713,92.80000000000001,99.181348,0.0,False,Marthesh,True
128.8,179.0,1000.0,50000.0,149,97.39999999999999,100.0,0.0,False,NyamamgaCoins,True
128.8,20937.4,10000.0,999999.0,2616,99.3,99.864743,0.0,False,CoinsMogul,True
128.78,50.0,1000.0,5000.0,3,60.0,100.0,0.0,False,User-5248f,False
128.78,6517.1,23000.0,250000.0,9622,100.0,99.862936,0.0,False,DESCENDANTSai,True
128.76,18326.07,30000.0,2700000.0,2869,99.8,99.387844,0.0,False,Trading_Titan01,True
128.76,6327.94,5000.0,60000.0,8813,99.7,99.955979,0.0,False,Cashmeer,True
128.76,5360.21,20000.0,250000.0,6376,100.0,99.958592,0.0,False,Robacoin,True
128.75,180448.69,70000.0,700000.0,880,98.3,99.561365,0.0,False,Ａｌｗａｙｓ_ＭＥ,True
128.75,2462.61,10000.0,1000000.0,1402,100.0,99.818461,0.0,False,TopMan_,True
128.75,719.61,5000.0,2000000.0,3908,99.7,99.883704,0.0,False,Jbless2026,True
128.74,500.0,19500.0,20000.0,18,90.0,100.0,0.0,False,brownmyriam,False
128.73,86819.01,50000.0,250000.0,414,100.0,100.0,0.0,False,Turbo_Flow,True
128.73,764.88,5000.0,2733000.0,3310,100.0,99.687917,0.0,False,MoH_coins,True
128.72,49716.56,10000.0,250000.0,15,100.0,100.0,0.0,False,P2P-bdc24amt,False
128.72,87001.64,2000.0,2733000.0,3664,95.0,97.18915299999999,0.0,False,EVAMIGOLIMITED,True
