price,available,min_fiat,max_fiat,orders,completion,positive,merchant_age_days,pro,nick,proven
18.0,200.0,150.0,1000000.0,0,0.0,100.0,0.0,False,User-7537a,False
16.5,394.07,1000.0,13000.0,1476,98.7,100.0,0.0,False,PrimeJefTrades,True
16.36,1100.0,12000.0,18000.0,178,98.4,100.0,0.0,False,FizosG,True
16.31,2075.88,5000.0,53500.0,866,99.1,98.971193,0.0,False,GOLDEN_GATE,True
16.3,200.0,500.0,3000.0,10,83.39999999999999,100.0,0.0,False,Tumelo_Trades,False
16.3,7519.0,20000.0,155000.0,40,71.5,97.053045,0.0,False,Payy_fast,False
16.27,380.0,1000.0,100000.0,88,96.8,99.224806,0.0,False,KP-P2PTRADE,True
16.26,19268.2,3000.0,239000.0,58,96.7,97.674418,0.0,False,amingo_xchange,True
16.25,470.0,7630.0,7640.0,1,100.0,100.0,0.0,False,P2P-267a2ekq,False
16.25,85454.85,10000.0,24000.0,376,99.8,99.49367,0.0,False,Cryptosomal,True
16.22,2840.0,15000.0,1900000.0,131,93.60000000000001,96.8,0.0,False,jesussaviour2,True
16.21,826.65,10000.0,13400.0,225,98.7,97.972972,0.0,False,TracyMiller,True
16.2,112694.09,7000.0,170000.0,441,95.89999999999999,97.530864,0.0,False,Mpofana,True
16.18,168146.7,8000.0,400000.0,77,91.7,96.839546,0.0,False,Ntombomzi,True
16.18,7437.45,3000.0,22000000.0,882,97.2,99.683794,0.0,False,francinah,True
16.17,175520.42,15000.0,700000.0,53,100.0,98.90909,0.0,False,Faisal_Meh,True
16.16,42186.07,5000.0,750000.0,155,100.0,100.0,0.0,False,PayReliable,True
16.15,89115.43,5000.0,300000.0,77,91.7,96.839546,0.0,False,Ntombomzi,True
16.15,38747.48,4000.0,75000.0,441,95.89999999999999,97.515527,0.0,False,Mpofana,True
16.15,116342.7,10000.0,1000000.0,208,97.7,100.0,0.0,False,SONJA_STYEN,True
16.15,49950.62,500.0,1000000.0,64,98.5,89.88764,0.0,False,Jodelelyon17,True
16.15,2908.33,4000.0,22000000.0,219,100.0,98.837209,0.0,False,ITrustwallet,True
16.15,211.0,150.0,1000000.0,130,89.1,99.337748,0.0,False,Mekonnen_hadiya,False
16.14,1000.0,15000.0,1000000.0,4,100.0,99.333333,0.0,False,Niles_,False
16.13,178971.05,2900.0,22000000.0,307,71.1,91.04415999999999,0.0,False,Alphadontobak,False
16.13,1600.0,15000.0,25000.0,190,100.0,98.271604,0.0,False,Ncuti,True
16.11,4804.18,1000.0,20000.0,24,85.8,94.871794,0.0,False,satoshicaptain,False
16.08,58771.28,530.0,1000.0,342,65.4,96.764346,0.0,False,The Combined Crypto Solutions ,False
16.08,136117.95,4000.0,22000000.0,70,98.6,100.0,0.0,False,ShajeeRaza1472,True
16.04,200000.0,3000000.0,22000000.0,350,97.0,96.364653,0.0,False,MT_FIN_HOLDINGS,True
16.04,193.0,150.0,1000000.0,6,66.7,0.0,0.0,False,User-863fe,False
16.04,111373.81,5000.0,600000.0,419,99.1,99.722222,0.0,False,Faizan Exchange,True
16.04,183230.67,3000.0,500000.0,2418,99.8,100.0,0.0,False,PixelPusher,True
16.03,139002.05,5000.0,1500000.0,208,97.7,100.0,0.0,False,SONJA_STYEN,True
16.03,53896.76,9000.0,100000.0,412,99.3,100.0,0.0,False,BMBTrading,True
16.03,87571.31,3000.0,500000.0,1459,94.8,94.84079,0.0,False,AllbyPidi,True
16.03,141869.93,1000.0,22000000.0,458,89.5,96.078431,0.0,False,YASHAYAHA,False
16.01,129404.95,1500.0,2999.0,697,96.6,95.70895499999999,0.0,False,GodAnointedone,True
16.0,3125.0,15000.0,50000.0,4,100.0,100.0,0.0,False,User-c4f30,False
15.99,49939.73,1000.0,1000000.0,1,100.0,100.0,0.0,False,YASHAYAHA2,False
15.99,115637.19,1500.0,3000000.0,4996,96.89999999999999,100.0,0.0,False,GrassHut,True
15.98,123868.12,1000.0,3500000.0,1459,94.8,94.84079,0.0,False,AllbyPidi,True
15.97,149916.0,3000.0,22000000.0,70,98.6,100.0,0.0,False,ShajeeRaza1472,True
