price,available,min_fiat,max_fiat,orders,completion,positive,merchant_age_days,pro,nick,proven
16.8,4500.0,1000.0,1000000.0,113,98.3,89.88764,0.0,False,Jodelelyon17,True
16.89,64551.64,10000.0,9999999.0,349,99.8,100.0,0.0,False,Paruk_Trader,True
16.9,157535.94,5000.0,1000000.0,566,100.0,100.0,0.0,False,TradeMaster_Pro,True
16.93,10.0,150.0,1000000.0,123,100.0,100.0,0.0,False,KWIK-PAY,True
16.99,1608.16,2000.0,100000.0,746,99.5,98.855835,0.0,False,GOLDEN_GATE,True
16.99,64314.92,501.0,3000.0,349,99.8,100.0,0.0,False,Paruk_Trader,True
17.0,116.3,500.0,1000000.0,23,100.0,93.92405000000001,0.0,False,Cryptolord77_,True
17.0,1199.67,150.0,5000.0,419,96.2,96.43261600000001,0.0,False,MT_FIN_HOLDINGS,True
17.0,2002.03,2000.0,22000000.0,17,100.0,95.114942,0.0,False,NFTMUSEUM,False
17.17,1338.04,4800.0,20000.0,34,97.2,95.553691,0.0,False,Pro-Trader,True
17.18,16727.32,900.0,120000.0,507,100.0,100.0,0.0,False,BMBTrading,True
17.19,662.07,1000.0,22000000.0,28,100.0,98.045602,0.0,False,NOBLE_QUEEN,True
17.2,19128.03,10000.0,22000000.0,122,91.8,96.76549800000001,0.0,False,jesussaviour2,True
17.3,76752.74,2000.0,500000.0,566,100.0,100.0,0.0,False,TradeMaster_Pro,True
17.34,3319.48,1000.0,50000.0,435,94.39999999999999,97.51861,0.0,False,YOMIE-NFT ,True
17.35,2201.36,250.0,22000000.0,915,92.80000000000001,98.234495,0.0,False,786-ZDB-EXCHANGE,True
17.36,206.15,280.0,3578.0,179,96.3,97.43589700000001,0.0,False,KvngRex,True
17.4,2719.97,1000.0,75000.0,22,88.0,96.83441499999999,0.0,False,Ntombomzi,False
17.4,1416.29,1000.0,75000.0,547,96.89999999999999,97.16312,0.0,False,Mpofana,True
17.4,1373.73,1000.0,1000000.0,87,100.0,100.0,0.0,False,TMT-trades,True
17.45,5450.2,1000.0,200000.0,755,98.5,100.0,0.0,False,PrimeJefTrades,True
17.45,112.85,150.0,350000.0,100,100.0,100.0,0.0,False,Titu_Crypto_002,True
17.49,294.26,1000.0,1000000.0,234,99.2,100.0,0.0,False,Phoenix_4-13,True
17.5,1949.13,500.0,22000000.0,746,99.5,98.855835,0.0,False,GOLDEN_GATE,True
17.5,4805.52,1000.0,100000.0,716,99.5,100.0,0.0,False,Philson_Capital,True
17.55,6041.09,1000.0,100000.0,296,99.4,100.0,0.0,False,BFwealth,True
17.6,1009.05,500.0,1000000.0,59,98.4,96.296296,0.0,False,PabloCryptoHub,True
17.69,6266.21,1000.0,22000000.0,649,99.7,96.363636,0.0,False,NOBE_RSA,True
17.7,2497.28,2000.0,200000.0,746,99.5,98.855835,0.0,False,GOLDEN_GATE,True
17.73,40262.0,1500.0,500000.0,76,100.0,100.0,0.0,False,BCNtrades,True
17.75,20032.0,24000.0,22000000.0,122,91.8,96.76549800000001,0.0,False,jesussaviour2,True
17.75,10.01,150.0,175.0,26,92.9,100.0,0.0,False,_Dollarman_,True
17.75,319.59,150.0,22000000.0,131,98.5,98.26302700000001,0.0,False,Ncuti,True
17.75,3223.59,1000.0,22000000.0,515,99.5,97.972972,0.0,False,TracyMiller,True
17.77,2971.3,1000.0,75000.0,22,88.0,96.83441499999999,0.0,False,Ntombomzi,False
17.77,563.45,500.0,22000000.0,28,100.0,98.045602,0.0,False,NOBLE_QUEEN,True
17.78,594.36,500.0,10000.0,489,100.0,92.43091700000001,0.0,False,VND-SOLUTIONS,True
17.79,646.61,350.0,1000000.0,19,95.0,99.49731899999999,0.0,False,TEO_Ventures,False
17.79,3223.59,1000.0,22000000.0,515,99.5,97.972972,0.0,False,TracyMiller,True
17.8,82.69,150.0,1000.0,21,91.4,100.0,0.0,False,Madambree,True
17.8,3000.0,1200.0,50000.0,262,98.9,95.243902,0.0,False,Thabile-NFT,True
17.8,3292.65,1000.0,75000.0,341,99.8,92.045454,0.0,False,FEC Global,True
17.8,14770.0,400.0,50000.0,472,100.0,99.492814,0.0,False,Cryptosomal,True
17.8,238.93,200.0,3000.0,221,91.0,99.001248,0.0,False,CryptoAnd10,True
17.8,943.95,500.0,1000000.0,78,95.19999999999999,91.66666599999999,0.0,False,pastorndobe,True
17.81,31799.18,500.0,350000.0,85,98.9,97.560975,0.0,False,TheCoinDealer1,True
17.81,42361.15,50000.0,1210000.0,156,100.0,97.304582,0.0,False,Coin-Maverick,True
17.81,3181.42,500.0,22000000.0,515,99.5,97.972972,0.0,False,TracyMiller,True
17.82,6000.0,20000.0,100000.0,44,100.0,96.153846,0.0,False,RNL-PTY,True
17.82,140.66,500.0,10000.0,89,89.0,97.155361,0.0,False,MaNdaba,False
17.82,1338.04,2000.0,30000.0,34,97.2,95.553691,0.0,False,Pro-Trader,True
17.83,512.21,500.0,18000.0,489,100.0,92.43091700000001,0.0,False,VND-SOLUTIONS,True
17.83,361.33,300.0,1000.0,12,85.8,95.535714,0.0,False,Nqobizitha,False
17.85,3512.77,1000.0,75000.0,547,96.89999999999999,97.16312,0.0,False,Mpofana,True
17.86,657.33,500.0,10000.0,430,98.9,94.00749,0.0,False,makgotlo_lordzclick,True
17.86,2287.26,150.0,22000000.0,915,92.80000000000001,98.234495,0.0,False,786-ZDB-EXCHANGE,True
17.9,155.95,150.0,2804.0,54,96.5,100.0,0.0,False,MillionareWoman,True
17.95,31027.4,80000.0,6000000.0,156,100.0,97.304582,0.0,False,Coin-Maverick,True
17.97,28978.67,20000.0,1000000.0,130,100.0,100.0,0.0,False,Dream-Coin ,True
18.2,372.69,150.0,22000000.0,915,92.80000000000001,98.229686,0.0,False,786-ZDB-EXCHANGE,True
