price,available,min_fiat,max_fiat,orders,completion,positive,merchant_age_days,pro,nick,proven
17.1,5781.45,20000.0,1000000.0,6,85.8,99.29078,0.0,False,KingCurrency,False
17.13,95264.95,10000.0,9999999.0,356,100.0,100.0,0.0,False,Paruk_Trader,True
17.34,15135.23,7000.0,22000000.0,147,93.10000000000001,96.86684,0.0,False,jesussaviour2,True
17.35,1521.48,2000.0,1000000.0,262,100.0,100.0,0.0,False,TMT-trades,True
17.5,72.97,150.0,22000000.0,482,98.6,96.42857099999999,0.0,False,MT_FIN_HOLDINGS,True
17.5,677.65,500.0,1000000.0,403,98.8,96.42857099999999,0.0,False,PabloCryptoHub,True
17.7,2826.22,400.0,50000.0,420,99.8,99.578592,0.0,False,EasyFast247,True
17.75,15135.23,260000.0,22000000.0,147,93.10000000000001,96.86684,0.0,False,jesussaviour2,True
17.78,95264.95,501.0,3000.0,356,100.0,100.0,0.0,False,Paruk_Trader,True
17.79,1006.55,500.0,18000.0,473,98.4,92.454297,0.0,False,VND-SOLUTIONS,True
17.8,978.47,800.0,15000.0,473,98.4,92.454297,0.0,False,VND-SOLUTIONS,True
17.8,1006.55,400.0,18000.0,473,98.4,92.454297,0.0,False,VND-SOLUTIONS,True
17.83,877.8,1500.0,5000.0,67,97.2,99.47916599999999,0.0,False,YTsuri,True
17.85,1088.58,500.0,10000.0,199,96.2,94.03508699999999,0.0,False,makgotlo_lordzclick,True
17.86,2000.0,3000.0,5000.0,42,100.0,97.560975,0.0,False,TheCoinDealer1,True
17.86,442.55,500.0,10000.0,216,95.6,97.325102,0.0,False,MaNdaba,True
17.88,25.49,350.0,1000000.0,19,100.0,99.49731899999999,0.0,False,TEO_Ventures,False
17.9,766.08,1000.0,5000.0,67,97.2,99.47916599999999,0.0,False,YTsuri,True
17.93,188.97,500.0,10000.0,216,95.6,97.325102,0.0,False,MaNdaba,True
17.96,3422.05,500.0,10000.0,199,96.2,94.03508699999999,0.0,False,makgotlo_lordzclick,True
18.02,2057.63,3000.0,22000000.0,85,93.5,99.871134,0.0,False,Tboy4luv,True
