price,available,min_fiat,max_fiat,orders,completion,positive,merchant_age_days,pro,nick,proven
129.32,359.12,1000.0,10000.0,54,100.0,100.0,0.0,False,_Sophy_,True
129.33,45.97,1000.0,200000.0,67,98.6,98.546042,0.0,False,Fastest_trader254,True
129.34,193.24,6000.0,200000.0,21,100.0,100.0,0.0,False,Shines_Bright,True
129.35,48.83,1000.0,270000.0,557,99.9,100.0,0.0,False,CoinNest_KE,True
129.35,196.66,3000.0,200000.0,251,100.0,100.0,0.0,False,MOM_GLOBAL,True
129.35,867.81,1000.0,30000.0,263,100.0,100.0,0.0,False,Dee_Natalie,True
129.39,3817.48,1000.0,50000.0,51,92.80000000000001,100.0,0.0,False,ActiveToPay,True
129.4,567.81,1000.0,270000.0,88,96.8,100.0,0.0,False,muss_cryptos,True
129.4,1038.72,1000.0,200000.0,182,98.4,100.0,0.0,False,Fei_Capital,True
129.44,122.9,10000.0,350135.0,3037,99.2,99.855072,0.0,False,UmuRamas,True
129.44,597.86,69000.0,2500000.0,242,92.80000000000001,95.118449,0.0,False,MassCash,True
129.45,916.13,70000.0,999999.0,2437,99.8,99.81056099999999,0.0,False,Rai_Rae,True
129.45,5630.35,50000.0,999999.0,2666,99.9,99.421296,0.0,False,Trading_Titan01,True
129.46,333.09,4999.0,2733000.0,828,99.8,99.382716,0.0,False,PILOT_PLO_CRYPTODON,True
129.46,3778.35,10000.0,500000.0,5954,100.0,99.599679,0.0,False,FOMO_Depot,True
129.47,1568.72,20000.0,400000.0,387,98.3,99.72669499999999,0.0,False,GlobalBlockTraders,True
129.47,6430.78,25000.0,700000.0,7984,100.0,99.91147000000001,0.0,False,Trixie_Vault,True
129.47,804.78,10000.0,250000.0,3330,100.0,99.922239,0.0,False,Ariwa_Capital,True
129.47,1430.46,70000.0,900000.0,1422,99.1,98.549598,0.0,False,HollyBoyCrypto,True
129.47,3830.0,90000.0,500000.0,441,100.0,99.83357099999999,0.0,False,Pro-Binance-,True
129.47,4412.0,5000.0,576722.0,12895,100.0,99.865445,0.0,False,DESCENDANTSai,True
129.48,7000.0,100000.0,700000.0,613,98.6,99.55439,0.0,False,Ａｌｗａｙｓ_ＭＥ,True
129.49,2594.51,40000.0,1500000.0,2905,99.9,99.860552,0.0,False,Biallah,True
129.5,621.85,1000.0,40000.0,92,100.0,100.0,0.0,False,Marks_Man,True
129.5,9201.99,50000.0,999999.0,1376,99.3,99.16764,0.0,False,TokenTiger-,True
129.5,106.08,10000.0,500000.0,2739,98.5,99.64671200000001,0.0,False,ＡｊｕｏｇａＩＶ,True
129.51,37.87,1000.0,10000.0,13,92.9,100.0,0.0,False,GlennCapital,False
129.51,5967.98,2000.0,999999.0,5925,100.0,99.864727,0.0,False,CoinsMogul,True
129.51,157.15,3000.0,200000.0,13,86.7,100.0,0.0,False,Aarka11,False
129.55,192.75,1000.0,24970.0,156,98.2,100.0,0.0,False,PrimeExchange-,True
129.57,1226.68,20000.0,270000.0,106,89.9,100.0,0.0,False,Bulkpoint,False
129.57,1996.2,30000.0,2733000.0,3245,99.5,99.801931,0.0,False,PLO _KE _CRYPTOBOSS,True
129.58,5576.66,20000.0,400000.0,987,97.89999999999999,99.182561,0.0,False,Gray 69,True
129.58,7760.0,40000.0,999999.0,842,99.8,98.967297,0.0,False,Amiin_Nexus_Trading,True
129.59,932.17,120557.0,200000.0,113,99.2,95.94202800000001,0.0,False,HINGAABBU_trade_A,True
