price,available,min_fiat,max_fiat,orders,completion,positive,merchant_age_days,pro,nick,proven
130.0,12.03,1000.0,1563.0,9,100.0,100.0,0.0,False,Nic_Dollar_Trades,False
130.15,11.54,1000.0,270000.0,48,98.0,100.0,0.0,False,maina__cryptoV2,True
130.15,769.34,1500.0,200000.0,140,99.3,100.0,0.0,False,PRIME_fast_pay,True
130.18,24.94,1000.0,200000.0,8,88.9,98.863636,0.0,False,engineerjk,False
130.18,21.03,1299.0,270000.0,398,100.0,100.0,0.0,False,HUNJAR,True
130.19,651.58,50000.0,270000.0,302,100.0,100.0,0.0,False,D_BU,True
130.19,918.29,1000.0,70000.0,99,100.0,100.0,0.0,False,Diatomite,True
130.2,3359.81,1000.0,10000.0,83,98.9,100.0,0.0,False,Igiha,True
130.2,1577.63,50000.0,270000.0,130,100.0,98.734177,0.0,False,UrjiiTrade,True
130.22,48.34,1000.0,11000.0,56,100.0,100.0,0.0,False,Denlinin,True
130.22,725.82,70000.0,800000.0,1533,99.1,98.561527,0.0,False,HollyBoyCrypto,True
130.23,2400.92,40000.0,1500000.0,3665,99.8,99.866711,0.0,False,Biallah,True
130.23,54.85,1005.0,200000.0,158,98.8,98.98218800000001,0.0,False,Deeisa,True
130.24,503.1,1000.0,200000.0,456,98.8,99.20212699999999,0.0,False,Vigourgirl,True
130.24,4560.87,70000.0,999999.0,3086,98.9,99.804305,0.0,False,MARY_QUEEN,True
130.25,3166.72,1000.0,270000.0,119,100.0,100.0,0.0,False,muss_cryptos,True
130.25,211.74,3000.0,50000.0,8946,99.7,99.956725,0.0,False,Cashmeer,True
130.26,989.81,5000.0,999999.0,3991,99.7,99.87785,0.0,False,CoinsMogul,True
130.27,5759.14,20000.0,500000.0,8349,99.9,99.699034,0.0,False,SCHERTENLEIB,True
130.27,9000.0,70000.0,900000.0,439,100.0,97.905759,0.0,False,Imran944a,True
130.29,2542.2,70000.0,250000.0,123,99.2,99.630314,0.0,False,BISMILLAHI_TRADER_99,True
130.29,2779.78,150000.0,999999.0,2075,99.7,99.900793,0.0,False,Rai_IvyRogers,True
